Subject Name,Characteristics,Lab Subject,Type of Subject,Duration,Requirements,Learning Background,Learning Style,Learning Ability,Teacher Experience,Teaching Pattern,Lab Facility
Fluid Mechanics,Experimental,No,Elective,20,Lab,PG,Abstract,High,Experienced,Peer Teaching,Not Available
Computer-Aided Design (CAD),Experimental,Yes,Core,10,Lab,PG,Field-Independent,Medium,Intermediate,Local,Available
Machine Design,Design-oriented,No,Core,40,Theoretical,PhD,Field-Dependent,Medium,Intermediate,Executive,Not Available
Manufacturing Processes,Analytical,Yes,Core,20,Lab,UG,Concrete,High,New,Student-Centered,Not Available
Fluid Mechanics,Analytical,Yes,Core,50,Lab,PhD,Active,Low,Intermediate,Didactic,Available
Mechatronics,Design-oriented,Yes,Core,10,Lab,PG,Intuitive,Low,Intermediate,Global,Not Available
Thermodynamics,Analytical,No,Core,30,Lab,UG,Intuitive,High,Experienced,Peer Teaching,Not Available
Computer-Aided Design (CAD),Experimental,No,Core,50,Theoretical,UG,Impulsive,High,Intermediate,Personal Model,Available
Thermodynamics,Design-oriented,No,Core,30,Lab,PhD,Visual,Low,Experienced,Student-Centered,Not Available
Engineering Mechanics,Design-oriented,Yes,Core,10,Theoretical,PhD,Intuitive,Medium,Intermediate,Facilitative,Not Available
Computer-Aided Design (CAD),Design-oriented,Yes,Elective,20,Lab,PG,Field-Dependent,Medium,Intermediate,Local,Available
Mechatronics,Experimental,No,Elective,40,Theoretical,PG,Auditory,Low,New,Facilitative,Not Available
Heat Transfer,Design-oriented,Yes,Elective,50,Lab,UG,Intuitive,Medium,Experienced,Facilitative,Available
Control Systems,Experimental,No,Elective,30,Lab,UG,Auditory,Medium,New,Formal Authority,Not Available
Fluid Mechanics,Design-oriented,No,Core,10,Lab,UG,Visual,Medium,Intermediate,Didactic,Available
Engineering Mechanics,Analytical,No,Elective,30,Theoretical,PG,Reflective,High,New,Direct Teaching,Available
Mechanics of Materials,Experimental,No,Core,20,Theoretical,PG,Concrete,Medium,Experienced,Local,Not Available
Manufacturing Processes,Experimental,Yes,Elective,10,Lab,PhD,Tactile,Low,Experienced,Student-Centered,Available
Heat Transfer,Design-oriented,Yes,Elective,50,Theoretical,PG,Tactile,Medium,Intermediate,Global,Not Available
Control Systems,Design-oriented,Yes,Elective,10,Theoretical,PhD,Sequential,High,Intermediate,Direct Teaching,Not Available
Thermodynamics,Experimental,No,Core,10,Theoretical,UG,Intuitive,Medium,Intermediate,Expert,Available
Mechanics of Materials,Experimental,Yes,Elective,20,Theoretical,PG,Auditory,High,New,Legislative,Not Available
Heat Transfer,Analytical,No,Elective,10,Lab,PhD,Kinesthetic,Low,Experienced,Socratic,Not Available
Engineering Mechanics,Analytical,Yes,Elective,20,Theoretical,PhD,Global,Low,Experienced,Conservative,Not Available
Machine Design,Design-oriented,Yes,Core,40,Lab,PG,Abstract,High,Intermediate,Executive,Available
Mechanics of Materials,Design-oriented,No,Elective,10,Lab,PG,Visual,Medium,New,Liberal,Available
Mechatronics,Experimental,No,Core,50,Theoretical,UG,Reflective,High,New,Indirect Teaching,Available
Machine Design,Analytical,Yes,Core,10,Theoretical,UG,Auditory,High,New,Legislative,Not Available
Manufacturing Processes,Analytical,No,Elective,30,Theoretical,PhD,Kinesthetic,Low,Intermediate,Expert,Available
Engineering Mechanics,Analytical,Yes,Elective,10,Lab,UG,Visual,Low,New,Personal Model,Not Available
Control Systems,Experimental,Yes,Core,10,Theoretical,PG,Sequential,Medium,New,Local,Available
Control Systems,Experimental,Yes,Elective,40,Theoretical,PhD,Sequential,Low,Experienced,Socratic,Available
Mechatronics,Design-oriented,Yes,Elective,30,Theoretical,PhD,Tactile,Medium,Experienced,Peer Teaching,Available
Manufacturing Processes,Design-oriented,Yes,Core,20,Lab,PhD,Tactile,High,Intermediate,Delegator,Not Available
Heat Transfer,Experimental,Yes,Elective,20,Theoretical,PG,Active,Medium,New,Formal Authority,Not Available
Manufacturing Processes,Design-oriented,Yes,Core,10,Lab,UG,Sequential,Medium,New,Judicial,Not Available
Thermodynamics,Experimental,Yes,Core,50,Lab,PhD,Field-Independent,High,Intermediate,Facilitative,Available
Mechatronics,Analytical,No,Elective,50,Theoretical,PG,Abstract,High,Intermediate,Group Approach,Available
Control Systems,Analytical,No,Core,40,Lab,UG,Concrete,Low,New,Personal Model,Available
Mechanics of Materials,Design-oriented,No,Core,20,Lab,UG,Reflective,Medium,New,Local,Not Available
Fluid Mechanics,Design-oriented,Yes,Core,30,Theoretical,PhD,Intuitive,Low,New,Group Approach,Available
Mechatronics,Experimental,Yes,Core,40,Lab,UG,Intuitive,Medium,Experienced,Local,Available
Mechatronics,Experimental,Yes,Elective,40,Lab,PhD,Global,Low,Intermediate,Facilitative,Not Available
Heat Transfer,Analytical,No,Core,20,Lab,PhD,Active,Medium,New,Legislative,Available
Control Systems,Analytical,No,Elective,50,Theoretical,PhD,Field-Independent,Low,New,Judicial,Not Available
Manufacturing Processes,Design-oriented,No,Elective,40,Theoretical,PG,Field-Dependent,Medium,New,Facilitative,Available
Control Systems,Experimental,Yes,Elective,30,Lab,PhD,Abstract,Medium,Intermediate,Indirect Teaching,Not Available
Computer-Aided Design (CAD),Analytical,No,Elective,20,Lab,UG,Kinesthetic,Low,Experienced,Direct Teaching,Not Available
Mechanics of Materials,Analytical,No,Elective,10,Lab,PhD,Impulsive,Medium,Intermediate,Facilitator,Available
Heat Transfer,Design-oriented,No,Core,20,Theoretical,UG,Tactile,High,Intermediate,Group Approach,Not Available
Manufacturing Processes,Experimental,No,Elective,10,Theoretical,PhD,Global,Low,Intermediate,Facilitative,Available
Control Systems,Analytical,No,Core,40,Theoretical,UG,Field-Dependent,Low,Experienced,Direct Teaching,Available
Thermodynamics,Experimental,No,Core,50,Theoretical,PG,Active,Low,New,Expert,Not Available
Manufacturing Processes,Design-oriented,No,Core,20,Theoretical,PG,Abstract,Low,Experienced,Facilitator,Not Available
Mechanics of Materials,Analytical,Yes,Elective,10,Lab,PG,Kinesthetic,Low,New,Group Approach,Not Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,50,Theoretical,UG,Intuitive,High,New,Local,Available
Mechanics of Materials,Analytical,No,Core,20,Lab,PG,Reflective,Medium,New,Legislative,Available
Mechanics of Materials,Design-oriented,Yes,Elective,40,Lab,PhD,Abstract,High,Intermediate,Direct Teaching,Available
Mechanics of Materials,Design-oriented,No,Core,30,Lab,PG,Kinesthetic,Medium,New,Discipline-Centered,Not Available
Heat Transfer,Experimental,No,Core,40,Theoretical,PhD,Sequential,Low,New,Teacher-Centered,Not Available
Machine Design,Design-oriented,Yes,Core,30,Lab,UG,Global,Low,New,Group Approach,Available
Engineering Mechanics,Design-oriented,No,Elective,50,Lab,PG,Sequential,Low,Experienced,Delegator,Not Available
Control Systems,Design-oriented,Yes,Core,20,Lab,PG,Active,Low,Intermediate,Group Approach,Not Available
Mechatronics,Analytical,No,Elective,20,Theoretical,UG,Abstract,High,Intermediate,Legislative,Available
Mechanics of Materials,Design-oriented,No,Elective,50,Theoretical,PhD,Sequential,Low,Experienced,Conservative,Available
Fluid Mechanics,Design-oriented,Yes,Elective,10,Theoretical,PhD,Kinesthetic,Low,New,Facilitative,Not Available
Mechatronics,Design-oriented,No,Core,50,Theoretical,PG,Concrete,Medium,Experienced,Judicial,Not Available
Machine Design,Design-oriented,No,Core,40,Lab,PhD,Tactile,Medium,New,Discipline-Centered,Available
Thermodynamics,Analytical,Yes,Core,10,Theoretical,UG,Concrete,Medium,Experienced,Judicial,Available
Thermodynamics,Experimental,No,Core,30,Lab,UG,Visual,High,Intermediate,Facilitative,Available
Computer-Aided Design (CAD),Design-oriented,Yes,Core,10,Theoretical,UG,Abstract,Low,Experienced,Delegator,Not Available
Machine Design,Experimental,Yes,Core,50,Theoretical,UG,Field-Independent,High,Intermediate,Student-Centered,Not Available
Control Systems,Analytical,Yes,Core,40,Lab,UG,Field-Independent,Low,New,Conservative,Available
Manufacturing Processes,Analytical,Yes,Core,40,Lab,PhD,Kinesthetic,Medium,Intermediate,Global,Not Available
Machine Design,Experimental,No,Elective,10,Theoretical,PhD,Field-Dependent,Medium,New,Liberal,Not Available
Heat Transfer,Experimental,No,Elective,10,Theoretical,PhD,Field-Dependent,Low,Experienced,Discipline-Centered,Available
Manufacturing Processes,Design-oriented,No,Elective,20,Lab,PG,Sequential,Low,New,Discipline-Centered,Available
Heat Transfer,Experimental,No,Core,10,Lab,UG,Visual,Low,Intermediate,Peer Teaching,Available
Manufacturing Processes,Analytical,Yes,Core,50,Theoretical,PhD,Sequential,Medium,New,Local,Not Available
Machine Design,Design-oriented,Yes,Core,30,Lab,UG,Tactile,High,New,Problem Solving,Not Available
Mechatronics,Experimental,No,Elective,40,Lab,PhD,Intuitive,High,Experienced,Conservative,Not Available
Thermodynamics,Experimental,Yes,Core,50,Lab,PG,Kinesthetic,Low,Experienced,Conservative,Available
Manufacturing Processes,Analytical,No,Core,50,Lab,UG,Reflective,Medium,New,Socratic,Available
Thermodynamics,Experimental,No,Core,50,Lab,PhD,Global,Medium,Experienced,Peer Teaching,Not Available
Mechatronics,Analytical,No,Core,40,Theoretical,UG,Field-Independent,Low,Experienced,Delegator,Available
Fluid Mechanics,Analytical,No,Core,40,Lab,UG,Abstract,Medium,Intermediate,Expert,Available
Thermodynamics,Experimental,No,Elective,10,Theoretical,UG,Active,Low,Intermediate,Discipline-Centered,Available
Machine Design,Analytical,No,Elective,20,Theoretical,PhD,Global,Low,Experienced,Expert,Available
Thermodynamics,Design-oriented,No,Core,20,Lab,PhD,Sequential,Low,Experienced,Problem Solving,Available
Control Systems,Analytical,No,Core,20,Lab,PhD,Sequential,High,Experienced,Student-Centered,Not Available
Heat Transfer,Analytical,No,Core,20,Lab,PhD,Field-Dependent,Medium,Intermediate,Group Approach,Available
Mechatronics,Experimental,Yes,Elective,40,Lab,PG,Reflective,Low,Experienced,Didactic,Available
Engineering Mechanics,Experimental,Yes,Core,10,Theoretical,PG,Field-Independent,High,Intermediate,Didactic,Available
Thermodynamics,Analytical,Yes,Core,30,Theoretical,UG,Global,Medium,New,Didactic,Not Available
Control Systems,Design-oriented,Yes,Elective,10,Theoretical,UG,Tactile,High,New,Teacher-Centered,Not Available
Control Systems,Analytical,Yes,Elective,40,Lab,PhD,Concrete,Medium,Experienced,Group Approach,Available
Computer-Aided Design (CAD),Analytical,No,Core,30,Lab,PhD,Reflective,Medium,New,Facilitative,Available
Control Systems,Design-oriented,Yes,Elective,40,Theoretical,PG,Tactile,High,Experienced,Socratic,Available
Machine Design,Experimental,Yes,Core,40,Theoretical,PG,Visual,Low,Experienced,Facilitator,Available
Fluid Mechanics,Experimental,Yes,Elective,40,Theoretical,PhD,Kinesthetic,Low,Intermediate,Facilitator,Not Available
Thermodynamics,Design-oriented,No,Elective,20,Lab,UG,Auditory,Medium,New,Formal Authority,Not Available
Heat Transfer,Experimental,Yes,Elective,30,Theoretical,PhD,Abstract,High,Intermediate,Local,Not Available
Heat Transfer,Experimental,Yes,Elective,50,Lab,PhD,Field-Dependent,Medium,Intermediate,Indirect Teaching,Not Available
Heat Transfer,Design-oriented,Yes,Elective,30,Lab,UG,Global,High,Intermediate,Formal Authority,Available
Mechatronics,Design-oriented,No,Elective,10,Lab,PhD,Concrete,Medium,New,Expert,Not Available
Engineering Mechanics,Experimental,Yes,Elective,30,Lab,PG,Impulsive,Low,Experienced,Liberal,Not Available
Computer-Aided Design (CAD),Design-oriented,No,Core,20,Theoretical,UG,Auditory,Medium,Intermediate,Legislative,Available
Fluid Mechanics,Experimental,Yes,Core,30,Theoretical,UG,Kinesthetic,Medium,Intermediate,Expert,Not Available
Heat Transfer,Design-oriented,No,Elective,40,Lab,PhD,Kinesthetic,High,Experienced,Judicial,Available
Engineering Mechanics,Design-oriented,Yes,Elective,40,Lab,PhD,Intuitive,Medium,Intermediate,Indirect Teaching,Available
Fluid Mechanics,Analytical,Yes,Elective,30,Lab,PhD,Global,Medium,Experienced,Student-Centered,Available
Computer-Aided Design (CAD),Design-oriented,No,Core,30,Theoretical,UG,Active,Low,Experienced,Socratic,Not Available
Computer-Aided Design (CAD),Experimental,Yes,Elective,30,Lab,PhD,Abstract,High,Experienced,Conservative,Available
Control Systems,Analytical,Yes,Core,10,Lab,PhD,Global,Medium,Experienced,Problem Solving,Not Available
Heat Transfer,Experimental,No,Elective,20,Theoretical,PhD,Impulsive,High,New,Student-Centered,Available
Control Systems,Design-oriented,No,Elective,20,Lab,PhD,Active,Low,Experienced,Teacher-Centered,Not Available
Computer-Aided Design (CAD),Design-oriented,No,Elective,40,Lab,PG,Field-Dependent,Medium,Intermediate,Local,Available
Mechanics of Materials,Analytical,No,Core,30,Theoretical,PG,Global,High,Intermediate,Global,Available
Mechanics of Materials,Analytical,Yes,Elective,40,Lab,UG,Field-Dependent,Medium,Experienced,Conservative,Not Available
Heat Transfer,Design-oriented,Yes,Core,50,Theoretical,PG,Visual,Medium,Intermediate,Group Approach,Available
Machine Design,Analytical,No,Core,20,Lab,UG,Concrete,Medium,Intermediate,Executive,Available
Heat Transfer,Experimental,No,Elective,30,Theoretical,UG,Kinesthetic,Low,Intermediate,Socratic,Available
Mechanics of Materials,Experimental,No,Elective,40,Theoretical,UG,Auditory,Low,Experienced,Direct Teaching,Available
Mechanics of Materials,Design-oriented,Yes,Core,50,Theoretical,PG,Field-Dependent,Low,Intermediate,Teacher-Centered,Not Available
Mechatronics,Experimental,No,Core,50,Lab,PG,Intuitive,High,Experienced,Facilitative,Available
Manufacturing Processes,Analytical,Yes,Elective,20,Theoretical,PG,Global,Low,Experienced,Problem Solving,Not Available
Fluid Mechanics,Design-oriented,No,Core,40,Theoretical,UG,Field-Dependent,Low,Experienced,Local,Not Available
Heat Transfer,Design-oriented,Yes,Core,10,Theoretical,PhD,Impulsive,Low,Intermediate,Facilitative,Not Available
Machine Design,Experimental,Yes,Elective,10,Theoretical,PhD,Sequential,Medium,New,Facilitative,Available
Control Systems,Analytical,No,Core,50,Lab,UG,Field-Independent,Low,Experienced,Expert,Available
Machine Design,Experimental,No,Elective,10,Theoretical,PhD,Reflective,Low,Experienced,Indirect Teaching,Not Available
Control Systems,Design-oriented,Yes,Elective,20,Theoretical,UG,Global,High,Experienced,Legislative,Available
Computer-Aided Design (CAD),Design-oriented,No,Elective,30,Theoretical,PG,Auditory,High,New,Student-Centered,Not Available
Fluid Mechanics,Experimental,No,Core,50,Theoretical,PhD,Field-Dependent,High,Experienced,Executive,Available
Thermodynamics,Experimental,No,Elective,40,Theoretical,UG,Intuitive,Low,New,Direct Teaching,Available
Thermodynamics,Design-oriented,Yes,Core,10,Lab,PG,Intuitive,Low,Intermediate,Local,Not Available
Fluid Mechanics,Design-oriented,No,Core,40,Theoretical,PhD,Intuitive,High,Experienced,Liberal,Not Available
Engineering Mechanics,Analytical,Yes,Core,30,Lab,PG,Kinesthetic,High,New,Global,Available
Fluid Mechanics,Analytical,No,Elective,30,Lab,PhD,Reflective,Medium,New,Group Approach,Not Available
Heat Transfer,Experimental,Yes,Core,10,Theoretical,PG,Field-Independent,Low,New,Expert,Available
Fluid Mechanics,Design-oriented,Yes,Elective,50,Theoretical,UG,Visual,High,Experienced,Liberal,Available
Fluid Mechanics,Analytical,No,Core,40,Lab,PG,Global,High,Experienced,Legislative,Not Available
Thermodynamics,Design-oriented,No,Elective,20,Lab,PhD,Tactile,Medium,Experienced,Discipline-Centered,Available
Mechanics of Materials,Design-oriented,Yes,Elective,50,Theoretical,PhD,Active,High,Experienced,Formal Authority,Available
Fluid Mechanics,Design-oriented,Yes,Core,50,Lab,PhD,Impulsive,Medium,New,Legislative,Available
Mechatronics,Analytical,No,Elective,50,Lab,PhD,Global,High,New,Student-Centered,Available
Manufacturing Processes,Experimental,No,Elective,50,Theoretical,UG,Field-Independent,High,Intermediate,Facilitator,Not Available
Fluid Mechanics,Design-oriented,Yes,Core,10,Theoretical,PG,Intuitive,Medium,Experienced,Group Approach,Available
Computer-Aided Design (CAD),Experimental,Yes,Elective,40,Theoretical,PG,Tactile,Medium,Intermediate,Formal Authority,Not Available
Manufacturing Processes,Experimental,Yes,Elective,30,Theoretical,UG,Intuitive,High,Experienced,Executive,Available
Mechatronics,Experimental,Yes,Core,20,Theoretical,UG,Reflective,Medium,Intermediate,Problem Solving,Available
Machine Design,Experimental,No,Core,40,Theoretical,PhD,Visual,High,Experienced,Legislative,Available
Machine Design,Design-oriented,Yes,Core,40,Theoretical,PG,Tactile,High,Experienced,Student-Centered,Not Available
Heat Transfer,Design-oriented,Yes,Elective,10,Lab,PG,Kinesthetic,Low,New,Personal Model,Available
Machine Design,Analytical,No,Core,10,Theoretical,PhD,Kinesthetic,Low,New,Global,Not Available
Mechanics of Materials,Experimental,Yes,Elective,10,Theoretical,PhD,Global,High,Experienced,Discipline-Centered,Available
Control Systems,Analytical,Yes,Elective,20,Theoretical,PhD,Abstract,Low,New,Discipline-Centered,Not Available
Fluid Mechanics,Experimental,No,Elective,10,Lab,UG,Sequential,High,Intermediate,Personal Model,Available
Engineering Mechanics,Analytical,Yes,Core,20,Lab,UG,Reflective,Low,Experienced,Delegator,Available
Mechanics of Materials,Experimental,No,Elective,10,Theoretical,PG,Reflective,High,New,Group Approach,Not Available
Fluid Mechanics,Experimental,No,Elective,40,Lab,UG,Intuitive,Medium,New,Student-Centered,Not Available
Manufacturing Processes,Design-oriented,Yes,Elective,50,Lab,UG,Global,High,New,Judicial,Not Available
Manufacturing Processes,Experimental,No,Core,10,Theoretical,PG,Impulsive,High,Intermediate,Formal Authority,Not Available
Mechanics of Materials,Design-oriented,Yes,Elective,30,Lab,PhD,Abstract,Medium,New,Local,Not Available
Engineering Mechanics,Design-oriented,No,Elective,50,Lab,UG,Auditory,Medium,Experienced,Conservative,Available
Mechanics of Materials,Experimental,No,Core,10,Theoretical,PhD,Abstract,High,Intermediate,Delegator,Not Available
